ITEM_ID,CARTONIZATION_FLAG,CHW_PRIMARY_SUPPLIER_NUMBER,SKU_NAME,PURCHASE_MOQ,CHW_UNITS_PER_CARTON,CHW_MASTER_CASE_PACK,CHW_MASTER_CARTON_CBM,DEST,FCST,CBM_MAX,CBM_PERC
1940254,true,P000486,"Chewy XXL Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",800.0,0.0,4.0,0.081055,TNY,23774.755310603192,66.0,7.299480271594476
1817918,true,P19098,"Chewy High Protein Grain-Free Beef & Sweet Potato Recipe Dry Dog Food, 24-lb bag",40.0,0.0,1.0,0.031229647218,TNY,15368.628842111593,66.0,7.272073590356437
367853,true,P22840,"True Acre Foods Medium Stuffed Bone Treats Meaty Middle Made with real Bacon, 12 count",360.0,0.0,1.0,0.024777240768,TNY,19203.781266195263,66.0,7.209344122553453
1759462,true,P19098,"Chewy Limited Ingredient Venison & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",40.0,0.0,1.0,0.031229647218,TNY,15153.643307245822,66.0,7.170347493222633
214829,true,P19098,"American Journey Protein & Grains Healthy Weight Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TNY,14597.245682260129,66.0,7.135406226700751
174800,true,P27093,"Frisco Double-Wide Cat Scratcher Toy Refill with Catnip, 2 count",1500.0,0.0,12.0,0.108188105694,TNY,51727.4123362205,66.0,7.0660236781668475
173772,false,P000486,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",800.0,1.0,1.0,0.066123784816099,MDT1,6823.462574709678,66.0,6.836260166527388
214394,false,B3755,"Frisco 76-in XXL Heavy Duty Cat Tree, Cream",100.0,1.0,1.0,0.151209375,TLA,2978.961218547653,66.0,6.824952484936804
1940262,true,P000486,"Chewy XXL Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",800.0,0.0,1.0,0.034452,TLA,12974.201815104081,66.0,6.77253334748433
1759366,true,P19098,"Chewy Limited Ingredient Duck & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",40.0,0.0,1.0,0.031229647218,TLA,14305.599261875635,66.0,6.769073002885717
