product_merch_classification2,product_merch_classification3,product_category_level1,product_category_level2,product_category_level3,parent_product_part_number,product_part_number,product_name,Code,vendor_name,vendor_purchaser_code,Purchase MOQ,Master Case Pack,Case Pk CBM,Vendor Earliest ETD,DEST,Demand,cases_needed,total_cbm,container
Toys,Plush Toys,Cat,Toys,Toys,187988.0,161268,"Frisco Skinny Mouse Plush Cat Toy with Catnip, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1368,72,0.0090447325934719,2025-11-01 00:00:00,TLA,595.8505471111316,9,0.0814025933412471,10
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TNY,1134.2328885878117,1135,46.4901675,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TNY,977.1016110748112,476,19.497197999999997,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TNY,977.1016110748112,502,20.562171,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,163745,"Frisco 20-in Faux Fur Cat Tree, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TNY,1394.0992284218771,1395,34.41639375,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,399654.0,373443,Frisco Cushioned Wall Mounted Cat Wall Shelf,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0136161764644558,2025-11-01 00:00:00,TNY,294.35651443200845,295,4.016772057014461,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,105074,"Frisco 20-in Faux Fur Cat Tree, Ivory",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TNY,259.32182282219117,260,6.414524999999999,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,325575.0,289340,"Frisco Animal Series Cat Condo, Llama",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0597467903686172,2025-11-01 00:00:00,TNY,171.5033003847857,9,0.5377211133175548,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128079,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TNY,78.08282409839086,1,0.0409605,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,325575.0,289340,"Frisco Animal Series Cat Condo, Llama",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0597467903686172,2025-11-01 00:00:00,TNY,171.5033003847857,163,9.738726830084603,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128079,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TNY,78.08282409839086,78,3.1949189999999996,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,399650.0,373439,Frisco Acrylic Bowl Wall Mounted Cat Wall Shelf,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0574757448806257,2025-11-01 00:00:00,TNY,42.4208854580701,43,2.471457029866905,3
Containment & Gear,Gear,Dog,"Beds, Crates & Gear",Steps & Ramps,183532.0,156784,"Frisco Deluxe Wooden Carpeted Cat & Dog Ramp, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0755684702456704,2025-11-01 00:00:00,TNY,24.908848826712685,25,1.88921175614176,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,331470.0,305151,"Frisco Arch 4-Panel Solid Wood Dog Gate, 36-in, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0750471582214558,2025-11-01 00:00:00,TNY,15.613972126023056,16,1.2007545315432928,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,211408,"Frisco 20-in Faux Fur Cat Tree, Cheetah",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TNY,296.6680414319066,297,7.32736125,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,952918.0,952926,"Frisco Lucky Bamboo 35.5"" Cat Scratching Posts with Toys",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.036665875,2025-11-01 00:00:00,TNY,124.45778963827568,125,4.583234375,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,240961.0,214391,"Frisco 65-in XXL Heavy Duty Cat Tree, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.122923125,2025-11-01 00:00:00,TNY,38.87998240247747,39,4.794001875,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,952886.0,952894,"Frisco Tiki Hut 31"" Cat Tree & Condo",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0526682559670328,2025-11-01 00:00:00,TNY,86.64484834601122,87,4.582138269131853,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,240924.0,214354,"Frisco Wall Sisal Cat Scratcher, Cream, Large",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,10,0.0951555,2025-11-01 00:00:00,TNY,213.20886637774444,22,2.093421,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,129317.0,101803,"Frisco 68-in Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.09408,2025-11-01 00:00:00,TNY,25.30233030031865,26,2.44608,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119897.0,211409,"Frisco 52-in Faux Fur Cat Tree & Condo, Cheetah",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.064896,2025-11-01 00:00:00,TNY,12.200640700304929,13,0.843648,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119897.0,92261,"Frisco 52-in Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.064896,2025-11-01 00:00:00,TNY,79.62142449084135,80,5.19168,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119893.0,92257,"Frisco 72-in Large Base Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.125321625,2025-11-01 00:00:00,TNY,37.09220796145937,38,4.76222175,3
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,862878.0,862886,"Frisco Cat Litter Trapping Mat, Grey",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1176,24,0.232545955828803,2025-11-01 00:00:00,TNY,1823.028442317327,24,5.581102939891272,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,342001.0,315714,"Frisco Washable Dog Potty Pads, Gray, 30 x 32-in, Unscented, 2 count",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,414,18,0.078585,2025-11-01 00:00:00,TNY,214.58511399137913,12,0.94302,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,341989.0,315702,"Frisco Washable Female Diaper, Medium, Flamingo",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,400,25,0.0598034876367574,2025-11-01 00:00:00,TNY,206.0320430476837,9,0.5382313887308166,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,862790.0,862830,"Frisco Washable Female Dog Diaper, X-Large, 3 count",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,400,25,0.0783,2025-11-01 00:00:00,TNY,203.1810402173121,9,0.7047,3
Toys,Interactive Toys,Cat,Toys,Toys,193086.0,837758,"Frisco Foldable Play Tunnel with Mesh Cat Toy, Baltic Teal",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1536,48,0.0536594610388071,2025-11-01 00:00:00,TNY,631.7032502006998,14,0.7512324545432995,3
Toys,Interactive Toys,Cat,Toys,Toys,193084.0,837750,"Frisco Foldable Play Tri-Tunnel Cat Toy, Warm Multicolor",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1512,24,0.0323681744765079,2025-11-01 00:00:00,TNY,614.0853189573481,26,0.8415725363892055,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132543.0,163747,"Frisco 28-in Faux Fur Cat Tree, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.045333,2025-11-01 00:00:00,TNY,53.33555571710795,33,1.495989,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,804622.0,804630,"Frisco Plush Cat Window Perch with Removeable Bolster, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.022154,2025-11-01 00:00:00,TNY,228.57743336750707,1,0.022154,3
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,862878.0,862886,"Frisco Cat Litter Trapping Mat, Grey",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1176,24,0.232545955828803,2025-11-01 00:00:00,TNY,1823.028442317327,52,12.092389703097755,4
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,285695.0,259250,"Frisco Sisal Mat, Medium",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,500,24,0.0697149062376955,2025-11-01 00:00:00,TNY,219.3258545953368,10,0.697149062376955,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132543.0,163747,"Frisco 28-in Faux Fur Cat Tree, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.045333,2025-11-01 00:00:00,TNY,53.33555571710795,21,0.951993,4
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,240933.0,214363,Frisco Modern Elevated Cat Bed,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0408377646277859,2025-11-01 00:00:00,TNY,14.52482324190706,15,0.6125664694167885,4
Apparel,Apparel,Dog,Dog Apparel,Apparel Accessories,275172.0,248702,"Frisco It's My Birthday Dog & Cat Bandana, Pink, X-Small/Small",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1500,250,0.024,2025-11-01 00:00:00,TNY,839.5332897334798,4,0.096,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,129317.0,252536,"Frisco 68-in Faux Fur Cat Tree & Condo, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.09408,2025-11-01 00:00:00,TNY,13.249091991242718,14,1.31712,4
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,279020.0,252558,"Frisco Sofa Pet Bed with Removable Cover, Gray, Large",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.28012836142016,2025-11-01 00:00:00,TNY,23.137995176905644,24,6.723080674083841,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,804622.0,804630,"Frisco Plush Cat Window Perch with Removeable Bolster, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.022154,2025-11-01 00:00:00,TNY,228.57743336750707,228,5.051112,4
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,907006.0,907014,Frisco Slow Feeder Insert,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,800,50,0.027608,2025-11-01 00:00:00,TNY,336.0709898568711,7,0.193256,4
Apparel,Apparel,Dog,Dog Apparel,Sweaters & Hoodies,1048046.0,1048126,"Frisco Luxe Crewneck Dog & Cat Sweatshirt, Gray, XX-Large",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1500,50,0.099176,2025-11-01 00:00:00,TNY,641.8812316829232,13,1.289288,4
Toys,Plush Toys,Cat,Toys,Toys,187988.0,161268,"Frisco Skinny Mouse Plush Cat Toy with Catnip, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1368,72,0.0090447325934719,2025-11-01 00:00:00,TNY,772.1494528888684,11,0.0994920585281909,4
Containment & Gear,Containment,Cat,"Beds, Crates & Gear",Pens,212522.0,185867,Frisco Collapsible Wire Cat Cage Playpen,5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0875242233874695,2025-11-01 00:00:00,MDT1,74.47308863293001,75,6.564316754060212,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Accessories,137860.0,110500,"Frisco Dog Crate Replacement Pan for Heavy Duty Crate, 47.25-in L  x 29.25-in W",5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0513358797892372,2025-11-01 00:00:00,MDT1,106.43635077019043,107,5.4929391374483805,1
Containment & Gear,Containment,Cat,"Beds, Crates & Gear",Pens,212522.0,185867,Frisco Collapsible Wire Cat Cage Playpen,5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0875242233874695,2025-11-01 00:00:00,TLA,191.83158297433795,192,16.804650890394143,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Accessories,137860.0,110500,"Frisco Dog Crate Replacement Pan for Heavy Duty Crate, 47.25-in L  x 29.25-in W",5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0513358797892372,2025-11-01 00:00:00,TLA,334.1357469094509,335,17.19751972939446,1
Containment & Gear,Containment,Cat,"Beds, Crates & Gear",Pens,212522.0,185867,Frisco Collapsible Wire Cat Cage Playpen,5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0875242233874695,2025-11-01 00:00:00,TNY,53.695328392732044,54,4.726308062923353,1
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Crate Accessories,137860.0,110500,"Frisco Dog Crate Replacement Pan for Heavy Duty Crate, 47.25-in L  x 29.25-in W",5223,Mundosteel International Enterprises Ltd,JADESCHACK,50,1,0.0513358797892372,2025-11-01 00:00:00,TNY,74.42790232035863,75,3.85019098419279,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,140149,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cream, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.009900155035172,2025-11-01 00:00:00,MDT1,178.5388401753545,179,1.772127751295788,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211404,"Frisco 21-in Sisal Cat Scratching Post with Toy, Gray, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,MDT1,56.03219159154566,57,0.5643073133734119,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211405,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cheetah, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,MDT1,10.241155114706364,11,0.1089014113527637,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132539.0,101801,"Frisco 48-in Faux Fur Cat Tree & Condo, Brown",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.113715,2025-11-01 00:00:00,MDT1,31.66251929479876,32,3.63888,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,140149,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cream, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.009900155035172,2025-11-01 00:00:00,TLA,1219.1579174245257,1220,12.07818914290984,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211404,"Frisco 21-in Sisal Cat Scratching Post with Toy, Gray, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,TLA,464.45516594797067,465,4.603559661730465,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211405,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cheetah, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,TLA,92.25403746712792,93,0.920711932346093,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132539.0,101801,"Frisco 48-in Faux Fur Cat Tree & Condo, Brown",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.113715,2025-11-01 00:00:00,TLA,54.15764949150904,55,6.254325,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,140151,"Frisco 21-in Sisal Cat Scratching Post with Toy, Brown, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.009900133650866,2025-11-01 00:00:00,TLA,61.43596445568164,62,0.613808286353692,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,140149,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cream, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.009900155035172,2025-11-01 00:00:00,TNY,1021.3032424001195,1022,10.117958445945783,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211404,"Frisco 21-in Sisal Cat Scratching Post with Toy, Gray, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,TNY,410.5126424604837,411,4.068952733271443,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,211405,"Frisco 21-in Sisal Cat Scratching Post with Toy, Cheetah, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.0099001283047967,2025-11-01 00:00:00,TNY,79.50480741816571,80,0.7920102643837359,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132539.0,101801,"Frisco 48-in Faux Fur Cat Tree & Condo, Brown",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.113715,2025-11-01 00:00:00,TNY,14.179831213692193,15,1.705725,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,167085.0,140151,"Frisco 21-in Sisal Cat Scratching Post with Toy, Brown, 1 count",7701,TIANJIN QINGQUAN PET PRODUCTS CO. LTD,JADESCHACK,100,1,0.009900133650866,2025-11-01 00:00:00,TNY,51.564035544318365,52,0.5148069498450321,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139821,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 11 to 13-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.01877564244864,2025-11-01 00:00:00,TLA,18.63313960946153,1,0.01877564244864,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139833,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 18 to 21-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0295555775338879,2025-11-01 00:00:00,TLA,14.804810885400043,1,0.0295555775338879,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139822,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0193261494766559,2025-11-01 00:00:00,TLA,16.78647059279829,1,0.0193261494766559,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139832,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.024344425633632,2025-11-01 00:00:00,TLA,15.563706854082653,1,0.024344425633632,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139823,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.024344425633632,2025-11-01 00:00:00,TLA,16.375496198533543,1,0.024344425633632,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140020,"Frisco Padded No Pull Dog Harness, Blue, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0207066940704,2025-11-01 00:00:00,TLA,14.5076229652766,1,0.0207066940704,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140004,"Frisco Padded No Pull Dog Harness, Pink, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0223632295960319,2025-11-01 00:00:00,TLA,33.7825863766734,1,0.0223632295960319,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140029,"Frisco Padded No Pull Dog Harness, Black, XL- Girth 32 to 50-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.05238321652368,2025-11-01 00:00:00,TLA,36.300787069973126,2,0.10476643304736,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140021,"Frisco Padded No Pull Dog Harness, Blue, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0223632295960319,2025-11-01 00:00:00,TLA,15.054033232342686,1,0.0223632295960319,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139960,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Blue, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0193261494766559,2025-11-01 00:00:00,TLA,13.660900508774773,1,0.0193261494766559,1
"Leashes, Collars & Harnesses",Collars,Cat,Leashes & Collars,Collars,179933.0,153158,"Frisco Pineapple Polyester Breakaway Cat Collar with Bell, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48,48,0.01877564244864,2025-11-01 00:00:00,TLA,44.022221857569996,1,0.01877564244864,1
"Leashes, Collars & Harnesses",Collars,Cat,Leashes & Collars,Collars,231822.0,153160,"Frisco Rose Polyester Breakaway Cat Collar with Bell, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48,48,0.0033825522026239,2025-11-01 00:00:00,TLA,81.36735209153494,2,0.0067651044052478,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,247051.0,220509,"Frisco Step In Back Clip Dog Harness, Red, Medium: 20 to 30-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.014925075698176,2025-11-01 00:00:00,TLA,30.3794736044325,1,0.014925075698176,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,247051.0,220519,"Frisco Step In Back Clip Dog Harness, Black, Large: 26 to 38-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.023226614837,2025-11-01 00:00:00,TLA,11.947222636553771,1,0.023226614837,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139821,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 11 to 13-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.01877564244864,2025-11-01 00:00:00,TNY,17.36686039053847,1,0.01877564244864,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139833,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 18 to 21-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0295555775338879,2025-11-01 00:00:00,TNY,21.195189114599962,1,0.0295555775338879,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139822,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0193261494766559,2025-11-01 00:00:00,TNY,19.213529407201715,1,0.0193261494766559,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139832,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.024344425633632,2025-11-01 00:00:00,TNY,20.436293145917343,1,0.024344425633632,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166755.0,139823,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.024344425633632,2025-11-01 00:00:00,TNY,19.62450380146646,1,0.024344425633632,1
"Leashes, Collars & Harnesses",Harnesses,Dog,Leashes & Collars,Harnesses,166940.0,140020,"Frisco Padded No Pull Dog Harness, Blue, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36,36,0.0207066940704,2025-11-01 00:00:00,TNY,21.4923770347234,1,0.0207066940704,1
