product_merch_classification2,product_merch_classification3,product_category_level1,product_category_level2,product_category_level3,parent_product_part_number,product_part_number,product_name,Code,vendor_name,vendor_purchaser_code,Purchase MOQ,Master Case Pack,Case Pk CBM,Vendor Earliest ETD,DEST,Demand,cases_needed,total_cbm,container
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,309794,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0612768529835169,2025-11-01 00:00:00,MDT1,56.413804993051606,57,3.492780620060463,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253972.0,227457,"Frisco Large Charcoal Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0368561145117505,2025-11-01 00:00:00,MDT1,41.608540927196785,37,1.3636762369347684,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253972.0,227457,"Frisco Large Charcoal Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0368561145117505,2025-11-01 00:00:00,MDT1,41.608540927196785,5,0.1842805725587525,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,227445,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,450,1,0.0344538604577298,2025-11-01 00:00:00,MDT1,25.592932776221485,26,0.8958003719009748,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,227442,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0262189178478738,2025-11-01 00:00:00,MDT1,19.12860156813478,20,0.524378356957476,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227459,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,750,1,0.0425052853400474,2025-11-01 00:00:00,MDT1,42.367137637728355,43,1.8277272696220381,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253954.0,227439,"Frisco Large Eco-Conscious Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,500,1,0.0368561145117505,2025-11-01 00:00:00,MDT1,28.761423524411917,29,1.0688273208407644,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117276.0,89558,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.081059377086999,2025-11-01 00:00:00,TLA,2142.2554324533544,536,43.44782611863146,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,206849.0,173778,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0594414308452673,2025-11-01 00:00:00,TLA,3390.556972886298,376,22.349977997820503,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TLA,1437.8468266860523,4,0.1749492903851224,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TLA,466.75907064044054,1,0.0262189178478738,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,206849.0,173778,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0594414308452673,2025-11-01 00:00:00,TLA,3390.556972886298,472,28.056355358966165,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TLA,1437.8468266860523,867,37.92025869097528,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TLA,1437.8468266860523,567,24.7990619120911,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253978.0,227462,"Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0344530418439514,2025-11-01 00:00:00,TLA,1161.6925526703305,1162,40.034434622671526,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117276.0,173772,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.066123784816099,2025-11-01 00:00:00,TLA,764.8488239510933,17,1.124104341873683,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TLA,466.75907064044054,1,0.0262189178478738,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117276.0,173772,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.066123784816099,2025-11-01 00:00:00,TLA,764.8488239510933,748,49.460591042442054,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,149806,"Frisco Disposable Female Dog Diapers, Large 12 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,306,18,0.0680836028879593,2025-11-01 00:00:00,TLA,479.3688264895454,27,1.838257277974901,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TLA,466.75907064044054,465,12.191796799261317,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173777,"Frisco Disposable Female Diapers, Medium, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,4,0.0629827888153913,2025-11-01 00:00:00,TLA,504.89843095066624,36,2.2673803973540867,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253954.0,227438,"Frisco Large Eco-Conscious Dog Training & Potty Pads, 22 x 23-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0599115013983328,2025-11-01 00:00:00,TLA,357.88041681615937,4,0.2396460055933312,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173777,"Frisco Disposable Female Diapers, Medium, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,4,0.0629827888153913,2025-11-01 00:00:00,TLA,504.89843095066624,91,5.731433782200607,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173776,"Frisco Disposable Female Dog Diapers, Small,  50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,6,0.0543174051207999,2025-11-01 00:00:00,TLA,318.8846550732363,54,2.9331398765231946,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176632.0,149818,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Floral Scented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0641600094594857,2025-11-01 00:00:00,TLA,318.72396777081264,80,5.132800756758856,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253954.0,227438,"Frisco Large Eco-Conscious Dog Training & Potty Pads, 22 x 23-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0599115013983328,2025-11-01 00:00:00,TLA,357.88041681615937,86,5.152389120256621,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,309794,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0612768529835169,2025-11-01 00:00:00,TLA,320.37139621096594,321,19.669869807708924,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253978.0,227463,"Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,400,4,0.0823044888494396,2025-11-01 00:00:00,TLA,159.1785649376178,40,3.2921795539775838,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253972.0,227457,"Frisco Large Charcoal Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0368561145117505,2025-11-01 00:00:00,TLA,304.2994831038532,305,11.241114926083903,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,227445,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,450,1,0.0344538604577298,2025-11-01 00:00:00,TLA,212.35990048526793,213,7.338672277496448,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,227442,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0262189178478738,2025-11-01 00:00:00,TLA,116.99386899372243,117,3.0676133882012344,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176623.0,149811,"Frisco Disposable Male Dog Wraps, Medium, 12 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,204,12,0.0377739581507063,2025-11-01 00:00:00,TLA,78.29791791937457,7,0.2644177070549441,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227459,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,750,1,0.0425052853400474,2025-11-01 00:00:00,TLA,287.9570061556116,51,2.1677695523424174,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227459,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,750,1,0.0425052853400474,2025-11-01 00:00:00,TLA,287.9570061556116,237,10.073752625591233,6
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253954.0,227439,"Frisco Large Eco-Conscious Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,500,1,0.0368561145117505,2025-11-01 00:00:00,TLA,231.03450394057177,232,8.550618566726115,6
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117276.0,89558,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.081059377086999,2025-11-01 00:00:00,TNY,2603.2879400330735,651,52.769654483636344,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,206849.0,173778,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0594414308452673,2025-11-01 00:00:00,TNY,3877.4175244203934,220,13.077114785958805,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TNY,1644.7427028001234,3,0.1312119677888418,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,206849.0,173778,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0594414308452673,2025-11-01 00:00:00,TNY,3877.4175244203934,750,44.581073133950476,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TNY,1644.7427028001234,489,21.387550749581216,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TNY,566.3983444710345,1,0.0262189178478738,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,309793,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0437373225962806,2025-11-01 00:00:00,TNY,1644.7427028001234,1153,50.429132953511534,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253978.0,227462,"Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0344530418439514,2025-11-01 00:00:00,TNY,1249.3354151736473,451,15.538321871622081,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TNY,566.3983444710345,1,0.0262189178478738,3
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253978.0,227462,"Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0344530418439514,2025-11-01 00:00:00,TNY,1249.3354151736473,799,27.52798043331717,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117276.0,173772,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.066123784816099,2025-11-01 00:00:00,TNY,271.5337337982357,272,17.985669469978927,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,149806,"Frisco Disposable Female Dog Diapers, Large 12 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,306,18,0.0680836028879593,2025-11-01 00:00:00,TNY,558.9126538967853,32,2.1786752924146975,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227460,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0262189178478738,2025-11-01 00:00:00,TNY,566.3983444710345,565,14.813688584048696,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173777,"Frisco Disposable Female Diapers, Medium, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,4,0.0629827888153913,2025-11-01 00:00:00,TNY,442.9012437276717,52,3.2751050184003474,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,309794,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0612768529835169,2025-11-01 00:00:00,TNY,423.21479879598246,3,0.1838305589505507,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,227445,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,450,1,0.0344538604577298,2025-11-01 00:00:00,TNY,212.04716673851058,1,0.0344538604577298,4
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173777,"Frisco Disposable Female Diapers, Medium, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,4,0.0629827888153913,2025-11-01 00:00:00,TNY,442.9012437276717,59,3.7159845401080864,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176617.0,173776,"Frisco Disposable Female Dog Diapers, Small,  50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,300,6,0.0543174051207999,2025-11-01 00:00:00,TNY,269.34501449960703,45,2.444283230435995,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176632.0,149818,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Floral Scented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0641600094594857,2025-11-01 00:00:00,TNY,450.1429817689022,113,7.250081068921885,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253954.0,227438,"Frisco Large Eco-Conscious Dog Training & Potty Pads, 22 x 23-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,4,0.0599115013983328,2025-11-01 00:00:00,TNY,379.84375576850687,95,5.691592632841616,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,309794,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,800,1,0.0612768529835169,2025-11-01 00:00:00,TNY,423.21479879598246,421,25.797555106060614,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253978.0,227463,"Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,400,4,0.0823044888494396,2025-11-01 00:00:00,TNY,240.8214350623822,61,5.020573819815816,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253972.0,227457,"Frisco Large Charcoal Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0368561145117505,2025-11-01 00:00:00,TNY,391.09197596895007,392,14.447596888606196,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,227445,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,450,1,0.0344538604577298,2025-11-01 00:00:00,TNY,212.04716673851058,47,1.6193314415133007,5
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253960.0,227445,"Frisco Giant Eco-Conscious Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,450,1,0.0344538604577298,2025-11-01 00:00:00,TNY,212.04716673851058,165,5.684886975525417,6
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253957.0,227442,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,250,1,0.0262189178478738,2025-11-01 00:00:00,TNY,113.87752943814279,114,2.988956634657613,6
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,176623.0,149811,"Frisco Disposable Male Dog Wraps, Medium, 12 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,204,12,0.0377739581507063,2025-11-01 00:00:00,TNY,125.70208208062542,11,0.41551353965776927,6
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253975.0,227459,"Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",P000486,TIANJIN YIYI HYGIENE PRODUCTS CO. LTD,KNGO1,750,1,0.0425052853400474,2025-11-01 00:00:00,TNY,419.67585620666017,420,17.852219842819906,6
